Id;Suggested;Title;IsLeaf;IsAdoptedChild;AverageDepth;Level;ConceptDetailsId;ParentId
H50;;H50_Other strabismus;0;0;3;3;NULL;H49-H52
H50.0;;H50.0_Convergent concomitant strabismus;1;0;4;4;NULL;H50
H50.1;;H50.1_Divergent concomitant strabismus;1;0;4;4;NULL;H50
H50.2;;H50.2_Vertical strabismus;1;0;4;4;NULL;H50
H50.3;;H50.3_Intermittent heterotropia;1;0;4;4;NULL;H50
H50.4;;H50.4_Other and unspecified heterotropia;1;0;4;4;NULL;H50
H50.5;;H50.5_Heterophoria;1;0;4;4;NULL;H50
H50.6;;H50.6_Mechanical strabismus;1;0;4;4;NULL;H50
H50.8;;H50.8_Other specified strabismus;1;0;4;4;NULL;H50
H50.9;;H50.9_Strabismus, unspecified;1;0;4;4;NULL;H50
H51;;H51_Other disorders of binocular movement;0;0;3;3;NULL;H49-H52
H51.0;;H51.0_Palsy of conjugate gaze;1;0;4;4;NULL;H51
H51.1;;H51.1_Convergence insufficiency and excess;1;0;4;4;NULL;H51
H51.2;;H51.2_Internuclear ophthalmoplegia;1;0;4;4;NULL;H51
H51.8;;H51.8_Other specified disorders of binocular movement;1;0;4;4;NULL;H51
H51.9;;H51.9_Disorder of binocular movement, unspecified;1;0;4;4;NULL;H51
H52;;H52_Disorders of refraction and accommodation;0;0;3;3;NULL;H49-H52
H52.0;;H52.0_Hypermetropia;1;0;4;4;NULL;H52
H52.1;;H52.1_Myopia;1;0;4;4;NULL;H52
H52.2;;H52.2_Astigmatism;1;0;4;4;NULL;H52
H52.3;;H52.3_Anisometropia and aniseikonia;1;0;4;4;NULL;H52
H52.4;;H52.4_Presbyopia;1;0;4;4;NULL;H52
H52.5;;H52.5_Disorders of accommodation;1;0;4;4;NULL;H52
H52.6;;H52.6_Other disorders of refraction;1;0;4;4;NULL;H52
H52.7;;H52.7_Disorder of refraction, unspecified;1;0;4;4;NULL;H52
H53;;H53_Visual disturbances;0;0;3;3;NULL;H53-H54
H53.0;;H53.0_Amblyopia ex anopsia;1;0;4;4;NULL;H53
H53.1;;H53.1_Subjective visual disturbances;1;0;4;4;NULL;H53
H53.2;;H53.2_Diplopia;1;0;4;4;NULL;H53
H53.3;;H53.3_Other disorders of binocular vision;1;0;4;4;NULL;H53
H53.4;;H53.4_Visual field defects;1;0;4;4;NULL;H53
H53.5;;H53.5_Colour vision deficiencies;1;0;4;4;NULL;H53
H53.6;;H53.6_Night blindness;1;0;4;4;NULL;H53
H53.8;;H53.8_Other visual disturbances;1;0;4;4;NULL;H53
H53.9;;H53.9_Visual disturbance, unspecified;1;0;4;4;NULL;H53
H53-H54;;H53-H54_Visual disturbances and blindness;0;0;2;2;NULL;VII
H54;;H54_Visual impairment including blindness (binocular or monocular);0;0;3;3;NULL;H53-H54
H54.0;;H54.0_Blindness, binocular;1;0;4;4;NULL;H54
H54.1;;H54.1_Severe visual impairment, binocular;1;0;4;4;NULL;H54
H54.2;;H54.2_Moderate visual impairment, binocular;1;0;4;4;NULL;H54
H54.3;;H54.3_Mild or no visual impairment, binocular;1;0;4;4;NULL;H54
H54.4;;H54.4_Blindness, monocular;1;0;4;4;NULL;H54
H54.5;;H54.5_Severe visual impairment, monocular;1;0;4;4;NULL;H54
H54.6;;H54.6_Moderate visual impairment, monocular;1;0;4;4;NULL;H54
H54.9;;H54.9_Unspecified visual impairment (binocular);1;0;4;4;NULL;H54
H55;;H55_Nystagmus and other irregular eye movements;1;0;3;3;NULL;H55-H59
H55-H59;;H55-H59_Other disorders of eye and adnexa;0;0;2;2;NULL;VII
H57;;H57_Other disorders of eye and adnexa;0;0;3;3;NULL;H55-H59
H57.0;;H57.0_Anomalies of pupillary function;1;0;4;4;NULL;H57
H57.1;;H57.1_Ocular pain;1;0;4;4;NULL;H57
H57.8;;H57.8_Other specified disorders of eye and adnexa;1;0;4;4;NULL;H57
H57.9;;H57.9_Disorder of eye and adnexa, unspecified;1;0;4;4;NULL;H57
H58;;H58_Other disorders of eye and adnexa in diseases classified elsewhere;0;0;3;3;NULL;H55-H59
H58.0;;H58.0_Anomalies of pupillary function in diseases classified elsewhere;1;0;4;4;NULL;H58
H58.1;;H58.1_Visual disturbances in diseases classified elsewhere;1;0;4;4;NULL;H58
H58.8;;H58.8_Other specified disorders of eye and adnexa in diseases classified elsewhere;1;0;4;4;NULL;H58
H59;;H59_Postprocedural disorders of eye and adnexa, not elsewhere classified;0;0;3;3;NULL;H55-H59
H59.0;;H59.0_Keratopathy (bullous aphakic) following cataract surgery;1;0;4;4;NULL;H59
H59.8;;H59.8_Other postprocedural disorders of eye and adnexa;1;0;4;4;NULL;H59
H59.9;;H59.9_Postprocedural disorder of eye and adnexa, unspecified;1;0;4;4;NULL;H59
H60;;H60_Otitis externa;0;0;3;3;NULL;H60-H62
H60.0;;H60.0_Abscess of external ear;1;0;4;4;NULL;H60
H60.1;;H60.1_Cellulitis of external ear;1;0;4;4;NULL;H60
H60.2;;H60.2_Malignant otitis externa;1;0;4;4;NULL;H60
H60.3;;H60.3_Other infective otitis externa;1;0;4;4;NULL;H60
H60.4;;H60.4_Cholesteatoma of external ear;1;0;4;4;NULL;H60
H60.5;;H60.5_Acute otitis externa, noninfective;1;0;4;4;NULL;H60
H60.8;;H60.8_Other otitis externa;1;0;4;4;NULL;H60
H60.9;;H60.9_Otitis externa, unspecified;1;0;4;4;NULL;H60
H60-H62;;H60-H62_Diseases of external ear;0;0;2;2;NULL;VIII
H61;;H61_Other disorders of external ear;0;0;3;3;NULL;H60-H62
H61.0;;H61.0_Perichondritis of external ear;1;0;4;4;NULL;H61
H61.1;;H61.1_Noninfective disorders of pinna;1;0;4;4;NULL;H61
H61.2;;H61.2_Impacted cerumen;1;0;4;4;NULL;H61
H61.3;;H61.3_Acquired stenosis of external ear canal;1;0;4;4;NULL;H61
H61.8;;H61.8_Other specified disorders of external ear;1;0;4;4;NULL;H61
H61.9;;H61.9_Disorder of external ear, unspecified;1;0;4;4;NULL;H61
H62;;H62_Disorders of external ear in diseases classified elsewhere;0;0;3;3;NULL;H60-H62
H62.0;;H62.0_Otitis externa in bacterial diseases classified elsewhere;1;0;4;4;NULL;H62
H62.1;;H62.1_Otitis externa in viral diseases classified elsewhere;1;0;4;4;NULL;H62
H62.2;;H62.2_Otitis externa in mycoses;1;0;4;4;NULL;H62
H62.3;;H62.3_Otitis externa in other infectious and parasitic diseases classified elsewhere;1;0;4;4;NULL;H62
H62.4;;H62.4_Otitis externa in other diseases classified elsewhere;1;0;4;4;NULL;H62
H62.8;;H62.8_Other disorders of external ear in diseases classified elsewhere;1;0;4;4;NULL;H62
H65;;H65_Nonsuppurative otitis media;0;0;3;3;NULL;H65-H75
H65.0;;H65.0_Acute serous otitis media;1;0;4;4;NULL;H65
H65.1;;H65.1_Other acute nonsuppurative otitis media;1;0;4;4;NULL;H65
H65.2;;H65.2_Chronic serous otitis media;1;0;4;4;NULL;H65
H65.3;;H65.3_Chronic mucoid otitis media;1;0;4;4;NULL;H65
H65.4;;H65.4_Other chronic nonsuppurative otitis media;1;0;4;4;NULL;H65
H65.9;;H65.9_Nonsuppurative otitis media, unspecified;1;0;4;4;NULL;H65
H65-H75;;H65-H75_Diseases of middle ear and mastoid;0;0;2;2;NULL;VIII
H66;;H66_Suppurative and unspecified otitis media;0;0;3;3;NULL;H65-H75
H66.0;;H66.0_Acute suppurative otitis media;1;0;4;4;NULL;H66
H66.1;;H66.1_Chronic tubotympanic suppurative otitis media;1;0;4;4;NULL;H66
H66.2;;H66.2_Chronic atticoantral suppurative otitis media;1;0;4;4;NULL;H66
H66.3;;H66.3_Other chronic suppurative otitis media;1;0;4;4;NULL;H66
H66.4;;H66.4_Suppurative otitis media, unspecified;1;0;4;4;NULL;H66
H66.9;;H66.9_Otitis media, unspecified;1;0;4;4;NULL;H66
H67;;H67_Otitis media in diseases classified elsewhere;0;0;3;3;NULL;H65-H75
H67.0;;H67.0_Otitis media in bacterial diseases classified elsewhere;1;0;4;4;NULL;H67
H67.1;;H67.1_Otitis media in viral diseases classified elsewhere;1;0;4;4;NULL;H67
H67.8;;H67.8_Otitis media in other diseases classified elsewhere;1;0;4;4;NULL;H67
H68;;H68_Eustachian salpingitis and obstruction;0;0;3;3;NULL;H65-H75
H68.0;;H68.0_Eustachian salpingitis;1;0;4;4;NULL;H68
H68.1;;H68.1_Obstruction of Eustachian tube;1;0;4;4;NULL;H68
H69;;H69_Other disorders of Eustachian tube;0;0;3;3;NULL;H65-H75
H69.0;;H69.0_Patulous Eustachian tube;1;0;4;4;NULL;H69
H69.8;;H69.8_Other specified disorders of Eustachian tube;1;0;4;4;NULL;H69
H69.9;;H69.9_Eustachian tube disorder, unspecified;1;0;4;4;NULL;H69
H70;;H70_Mastoiditis and related conditions;0;0;3;3;NULL;H65-H75
H70.0;;H70.0_Acute mastoiditis;1;0;4;4;NULL;H70
H70.1;;H70.1_Chronic mastoiditis;1;0;4;4;NULL;H70
H70.2;;H70.2_Petrositis;1;0;4;4;NULL;H70
H70.8;;H70.8_Other mastoiditis and related conditions;1;0;4;4;NULL;H70
H70.9;;H70.9_Mastoiditis, unspecified;1;0;4;4;NULL;H70
H71;;H71_Cholesteatoma of middle ear;1;0;3;3;NULL;H65-H75
H72;;H72_Perforation of tympanic membrane;0;0;3;3;NULL;H65-H75
H72.0;;H72.0_Central perforation of tympanic membrane;1;0;4;4;NULL;H72
H72.1;;H72.1_Attic perforation of tympanic membrane;1;0;4;4;NULL;H72
H72.2;;H72.2_Other marginal perforations of tympanic membrane;1;0;4;4;NULL;H72
H72.8;;H72.8_Other perforations of tympanic membrane;1;0;4;4;NULL;H72
H72.9;;H72.9_Perforation of tympanic membrane, unspecified;1;0;4;4;NULL;H72
H73;;H73_Other disorders of tympanic membrane;0;0;3;3;NULL;H65-H75
H73.0;;H73.0_Acute myringitis;1;0;4;4;NULL;H73
H73.1;;H73.1_Chronic myringitis;1;0;4;4;NULL;H73
H73.8;;H73.8_Other specified disorders of tympanic membrane;1;0;4;4;NULL;H73
H73.9;;H73.9_Disorder of tympanic membrane, unspecified;1;0;4;4;NULL;H73
H74;;H74_Other disorders of middle ear and mastoid;0;0;3;3;NULL;H65-H75
H74.0;;H74.0_Tympanosclerosis;1;0;4;4;NULL;H74
H74.1;;H74.1_Adhesive middle ear disease;1;0;4;4;NULL;H74
H74.2;;H74.2_Discontinuity and dislocation of ear ossicles;1;0;4;4;NULL;H74
H74.3;;H74.3_Other acquired abnormalities of ear ossicles;1;0;4;4;NULL;H74
H74.4;;H74.4_Polyp of middle ear;1;0;4;4;NULL;H74
H74.8;;H74.8_Other specified disorders of middle ear and mastoid;1;0;4;4;NULL;H74
H74.9;;H74.9_Disorder of middle ear and mastoid, unspecified;1;0;4;4;NULL;H74
H75;;H75_Other disorders of middle ear and mastoid in diseases classified elsewhere;0;0;3;3;NULL;H65-H75
H75.0;;H75.0_Mastoiditis in infectious and parasitic diseases classified elsewhere;1;0;4;4;NULL;H75
H75.8;;H75.8_Other specified disorders of middle ear and mastoid in diseases classified elsewhere;1;0;4;4;NULL;H75
H80;;H80_Otosclerosis;0;0;3;3;NULL;H80-H83
H80.0;;H80.0_Otosclerosis involving oval window, nonobliterative;1;0;4;4;NULL;H80
H80.1;;H80.1_Otosclerosis involving oval window, obliterative;1;0;4;4;NULL;H80
H80.2;;H80.2_Cochlear otosclerosis;1;0;4;4;NULL;H80
H80.8;;H80.8_Other otosclerosis;1;0;4;4;NULL;H80
H80.9;;H80.9_Otosclerosis, unspecified;1;0;4;4;NULL;H80
H80-H83;;H80-H83_Diseases of inner ear;0;0;2;2;NULL;VIII
H81;;H81_Disorders of vestibular function;0;0;3;3;NULL;H80-H83
H81.0;;"H81.0_M&#xE9;ni&#xE8;re disease";1;0;4;4;NULL;H81
H81.1;;H81.1_Benign paroxysmal vertigo;1;0;4;4;NULL;H81
H81.2;;H81.2_Vestibular neuronitis;1;0;4;4;NULL;H81
H81.3;;H81.3_Other peripheral vertigo;1;0;4;4;NULL;H81
H81.4;;H81.4_Vertigo of central origin;1;0;4;4;NULL;H81
H81.8;;H81.8_Other disorders of vestibular function;1;0;4;4;NULL;H81
H81.9;;H81.9_Disorder of vestibular function, unspecified;1;0;4;4;NULL;H81
H82;;H82_Vertiginous syndromes in diseases classified elsewhere;1;0;3;3;NULL;H80-H83
H83;;H83_Other diseases of inner ear;0;0;3;3;NULL;H80-H83
H83.0;;H83.0_Labyrinthitis;1;0;4;4;NULL;H83
H83.1;;H83.1_Labyrinthine fistula;1;0;4;4;NULL;H83
H83.2;;H83.2_Labyrinthine dysfunction;1;0;4;4;NULL;H83
H83.3;;H83.3_Noise effects on inner ear;1;0;4;4;NULL;H83
H83.8;;H83.8_Other specified diseases of inner ear;1;0;4;4;NULL;H83
H83.9;;H83.9_Disease of inner ear, unspecified;1;0;4;4;NULL;H83
H90;;H90_Conductive and sensorineural hearing loss;0;0;3;3;NULL;H90-H95
H90.0;;H90.0_Conductive hearing loss, bilateral;1;0;4;4;NULL;H90
H90.1;;H90.1_Conductive hearing loss, unilateral with unrestricted hearing on the contralateral side;1;0;4;4;NULL;H90
H90.2;;H90.2_Conductive hearing loss, unspecified;1;0;4;4;NULL;H90
H90.3;;H90.3_Sensorineural hearing loss, bilateral;1;0;4;4;NULL;H90
H90.4;;H90.4_Sensorineural hearing loss, unilateral with unrestricted hearing on the contralateral side;1;0;4;4;NULL;H90
H90.5;;H90.5_Sensorineural hearing loss, unspecified;1;0;4;4;NULL;H90
H90.6;;H90.6_Mixed conductive and sensorineural hearing loss, bilateral;1;0;4;4;NULL;H90
H90.7;;H90.7_Mixed conductive and sensorineural hearing loss, unilateral with unrestricted hearing on the contralateral side;1;0;4;4;NULL;H90
H90.8;;H90.8_Mixed conductive and sensorineural hearing loss, unspecified;1;0;4;4;NULL;H90
H90-H95;;H90-H95_Other disorders of ear;0;0;2;2;NULL;VIII
H91;;H91_Other hearing loss;0;0;3;3;NULL;H90-H95
H91.0;;H91.0_Ototoxic hearing loss;1;0;4;4;NULL;H91
H91.1;;H91.1_Presbycusis;1;0;4;4;NULL;H91
H91.2;;H91.2_Sudden idiopathic hearing loss;1;0;4;4;NULL;H91
H91.3;;H91.3_Deaf mutism, not elsewhere classified;1;0;4;4;NULL;H91
H91.8;;H91.8_Other specified hearing loss;1;0;4;4;NULL;H91
H91.9;;H91.9_Hearing loss, unspecified;1;0;4;4;NULL;H91
H92;;H92_Otalgia and effusion of ear;0;0;3;3;NULL;H90-H95
H92.0;;H92.0_Otalgia;1;0;4;4;NULL;H92
H92.1;;H92.1_Otorrhoea;1;0;4;4;NULL;H92
H92.2;;H92.2_Otorrhagia;1;0;4;4;NULL;H92
H93;;H93_Other disorders of ear, not elsewhere classified;0;0;3;3;NULL;H90-H95
H93.0;;H93.0_Degenerative and vascular disorders of ear;1;0;4;4;NULL;H93
H93.1;;H93.1_Tinnitus;1;0;4;4;NULL;H93
H93.2;;H93.2_Other abnormal auditory perceptions;1;0;4;4;NULL;H93
H93.3;;H93.3_Disorders of acoustic nerve;1;0;4;4;NULL;H93
H93.8;;H93.8_Other specified disorders of ear;1;0;4;4;NULL;H93
H93.9;;H93.9_Disorder of ear, unspecified;1;0;4;4;NULL;H93
H94;;H94_Other disorders of ear in diseases classified elsewhere;0;0;3;3;NULL;H90-H95
H94.0;;H94.0_Acoustic neuritis in infectious and parasitic diseases classified elsewhere;1;0;4;4;NULL;H94
H94.8;;H94.8_Other specified disorders of ear in diseases classified elsewhere;1;0;4;4;NULL;H94
H95;;H95_Postprocedural disorders of ear and mastoid process, not elsewhere classified;0;0;3;3;NULL;H90-H95
H95.0;;H95.0_Recurrent cholesteatoma of postmastoidectomy cavity;1;0;4;4;NULL;H95
H95.1;;H95.1_Other disorders following mastoidectomy;1;0;4;4;NULL;H95
H95.8;;H95.8_Other postprocedural disorders of ear and mastoid process;1;0;4;4;NULL;H95
H95.9;;H95.9_Postprocedural disorder of ear and mastoid process, unspecified;1;0;4;4;NULL;H95
I;NULL;I_Certain infectious and parasitic diseases;0;0;1;1;NULL;NULL
I00;;I00_Rheumatic fever without mention of heart involvement;1;0;3;3;NULL;I00-I02
I00-I02;;I00-I02_Acute rheumatic fever;0;0;2;2;NULL;IX
I01;;I01_Rheumatic fever with heart involvement;0;0;3;3;NULL;I00-I02
I01.0;;I01.0_Acute rheumatic pericarditis;1;0;4;4;NULL;I01
I01.1;;I01.1_Acute rheumatic endocarditis;1;0;4;4;NULL;I01
I01.2;;I01.2_Acute rheumatic myocarditis;1;0;4;4;NULL;I01
I01.8;;I01.8_Other acute rheumatic heart disease;1;0;4;4;NULL;I01
I01.9;;I01.9_Acute rheumatic heart disease, unspecified;1;0;4;4;NULL;I01
I02;;I02_Rheumatic chorea;0;0;3;3;NULL;I00-I02
I02.0;;I02.0_Rheumatic chorea with heart involvement;1;0;4;4;NULL;I02
I02.9;;I02.9_Rheumatic chorea without heart involvement;1;0;4;4;NULL;I02
I05;;I05_Rheumatic mitral valve diseases;0;0;3;3;NULL;I05-I09
I05.0;;I05.0_Mitral stenosis;1;0;4;4;NULL;I05
I05.1;;I05.1_Rheumatic mitral insufficiency;1;0;4;4;NULL;I05
I05.2;;I05.2_Mitral stenosis with insufficiency;1;0;4;4;NULL;I05
I05.8;;I05.8_Other mitral valve diseases;1;0;4;4;NULL;I05
I05.9;;I05.9_Mitral valve disease, unspecified;1;0;4;4;NULL;I05
I05-I09;;I05-I09_Chronic rheumatic heart diseases;0;0;2;2;NULL;IX
I06;;I06_Rheumatic aortic valve diseases;0;0;3;3;NULL;I05-I09
I06.0;;I06.0_Rheumatic aortic stenosis;1;0;4;4;NULL;I06
I06.1;;I06.1_Rheumatic aortic insufficiency;1;0;4;4;NULL;I06
I06.2;;I06.2_Rheumatic aortic stenosis with insufficiency;1;0;4;4;NULL;I06
I06.8;;I06.8_Other rheumatic aortic valve diseases;1;0;4;4;NULL;I06
I06.9;;I06.9_Rheumatic aortic valve disease, unspecified;1;0;4;4;NULL;I06
I07;;I07_Rheumatic tricuspid valve diseases;0;0;3;3;NULL;I05-I09
I07.0;;I07.0_Tricuspid stenosis;1;0;4;4;NULL;I07
I07.1;;I07.1_Tricuspid insufficiency;1;0;4;4;NULL;I07
I07.2;;I07.2_Tricuspid stenosis with insufficiency;1;0;4;4;NULL;I07
I07.8;;I07.8_Other tricuspid valve diseases;1;0;4;4;NULL;I07
I07.9;;I07.9_Tricuspid valve disease, unspecified;1;0;4;4;NULL;I07
I08;;I08_Multiple valve diseases;0;0;3;3;NULL;I05-I09
I08.0;;I08.0_Disorders of both mitral and aortic valves;1;0;4;4;NULL;I08
I08.1;;I08.1_Disorders of both mitral and tricuspid valves;1;0;4;4;NULL;I08
I08.2;;I08.2_Disorders of both aortic and tricuspid valves;1;0;4;4;NULL;I08
I08.3;;I08.3_Combined disorders of mitral, aortic and tricuspid valves;1;0;4;4;NULL;I08
I08.8;;I08.8_Other multiple valve diseases;1;0;4;4;NULL;I08
I08.9;;I08.9_Multiple valve disease, unspecified;1;0;4;4;NULL;I08
I09;;I09_Other rheumatic heart diseases;0;0;3;3;NULL;I05-I09
I09.0;;I09.0_Rheumatic myocarditis;1;0;4;4;NULL;I09
I09.1;;I09.1_Rheumatic diseases of endocardium, valve unspecified;1;0;4;4;NULL;I09
I09.2;;I09.2_Chronic rheumatic pericarditis;1;0;4;4;NULL;I09
I09.8;;I09.8_Other specified rheumatic heart diseases;1;0;4;4;NULL;I09
I09.9;;I09.9_Rheumatic heart disease, unspecified;1;0;4;4;NULL;I09
I10;;I10_Essential (primary) hypertension;1;0;3;3;NULL;I10-I15
I10-I15;;I10-I15_Hypertensive diseases;0;0;2;2;NULL;IX
I11;;I11_Hypertensive heart disease;0;0;3;3;NULL;I10-I15
I11.0;;I11.0_Hypertensive heart disease with (congestive) heart failure;1;0;4;4;NULL;I11
I11.9;;I11.9_Hypertensive heart disease without (congestive) heart failure;1;0;4;4;NULL;I11
I12;;I12_Hypertensive renal disease;0;0;3;3;NULL;I10-I15
I12.0;;I12.0_Hypertensive renal disease with renal failure;1;0;4;4;NULL;I12
I12.9;;I12.9_Hypertensive renal disease without renal failure;1;0;4;4;NULL;I12
I13;;I13_Hypertensive heart and renal disease;0;0;3;3;NULL;I10-I15
I13.0;;I13.0_Hypertensive heart and renal disease with (congestive) heart failure;1;0;4;4;NULL;I13
I13.1;;I13.1_Hypertensive heart and renal disease with renal failure;1;0;4;4;NULL;I13
I13.2;;I13.2_Hypertensive heart and renal disease with both (congestive) heart failure and renal failure;1;0;4;4;NULL;I13
I13.9;;I13.9_Hypertensive heart and renal disease, unspecified;1;0;4;4;NULL;I13
I15;;I15_Secondary hypertension;0;0;3;3;NULL;I10-I15
I15.0;;I15.0_Renovascular hypertension;1;0;4;4;NULL;I15
I15.1;;I15.1_Hypertension secondary to other renal disorders;1;0;4;4;NULL;I15
I15.2;;I15.2_Hypertension secondary to endocrine disorders;1;0;4;4;NULL;I15
I15.8;;I15.8_Other secondary hypertension;1;0;4;4;NULL;I15
I15.9;;I15.9_Secondary hypertension, unspecified;1;0;4;4;NULL;I15
I20;;I20_Angina pectoris;0;0;3;3;NULL;I20-I25
I20.0;;I20.0_Unstable angina;1;0;4;4;NULL;I20
I20.1;;I20.1_Angina pectoris with documented spasm;1;0;4;4;NULL;I20
I20.8;;I20.8_Other forms of angina pectoris;1;0;4;4;NULL;I20
I20.9;;I20.9_Angina pectoris, unspecified;1;0;4;4;NULL;I20
I20-I25;;I20-I25_Ischaemic heart diseases;0;0;2;2;NULL;IX
I21;;I21_Acute myocardial infarction;0;0;3;3;NULL;I20-I25
I21.0;;I21.0_Acute transmural myocardial infarction of anterior wall;1;0;4;4;NULL;I21
I21.1;;I21.1_Acute transmural myocardial infarction of inferior wall;1;0;4;4;NULL;I21
I21.2;;I21.2_Acute transmural myocardial infarction of other sites;1;0;4;4;NULL;I21
I21.3;;I21.3_Acute transmural myocardial infarction of unspecified site;1;0;4;4;NULL;I21
I21.4;;I21.4_Acute subendocardial myocardial infarction;1;0;4;4;NULL;I21
I21.9;;I21.9_Acute myocardial infarction, unspecified;1;0;4;4;NULL;I21
I22;;I22_Subsequent myocardial infarction;0;0;3;3;NULL;I20-I25
I22.0;;I22.0_Subsequent myocardial infarction of anterior wall;1;0;4;4;NULL;I22
I22.1;;I22.1_Subsequent myocardial infarction of inferior wall;1;0;4;4;NULL;I22
I22.8;;I22.8_Subsequent myocardial infarction of other sites;1;0;4;4;NULL;I22
I22.9;;I22.9_Subsequent myocardial infarction of unspecified site;1;0;4;4;NULL;I22
I23;;I23_Certain current complications following acute myocardial infarction;0;0;3;3;NULL;I20-I25
I23.0;;I23.0_Haemopericardium as current complication following acute myocardial infarction;1;0;4;4;NULL;I23
I23.1;;I23.1_Atrial septal defect as current complication following acute myocardial infarction;1;0;4;4;NULL;I23
I23.2;;I23.2_Ventricular septal defect as current complication following acute myocardial infarction;1;0;4;4;NULL;I23
I23.3;;I23.3_Rupture of cardiac wall without haemopericardium as current complication following acute myocardial infarction;1;0;4;4;NULL;I23
I23.4;;I23.4_Rupture of chordae tendineae as current complication following acute myocardial infarction;1;0;4;4;NULL;I23
I23.5;;I23.5_Rupture of papillary muscle as current complication following acute myocardial infarction;1;0;4;4;NULL;I23
I23.6;;I23.6_Thrombosis of atrium, auricular appendage, and ventricle as current complications following acute myocardial infarction;1;0;4;4;NULL;I23
I23.8;;I23.8_Other current complications following acute myocardial infarction;1;0;4;4;NULL;I23
I24;;I24_Other acute ischaemic heart diseases;0;0;3;3;NULL;I20-I25
I24.0;;I24.0_Coronary thrombosis not resulting in myocardial infarction;1;0;4;4;NULL;I24
I24.1;;I24.1_Dressler syndrome;1;0;4;4;NULL;I24
I24.8;;I24.8_Other forms of acute ischaemic heart disease;1;0;4;4;NULL;I24
I24.9;;I24.9_Acute ischaemic heart disease, unspecified;1;0;4;4;NULL;I24
I25;;I25_Chronic ischaemic heart disease;0;0;3;3;NULL;I20-I25
I25.0;;I25.0_Atherosclerotic cardiovascular disease, so described;1;0;4;4;NULL;I25
I25.1;;I25.1_Atherosclerotic heart disease;1;0;4;4;NULL;I25
I25.2;;I25.2_Old myocardial infarction;1;0;4;4;NULL;I25
I25.3;;I25.3_Aneurysm of heart;1;0;4;4;NULL;I25
I25.4;;I25.4_Coronary artery aneurysm and dissection;1;0;4;4;NULL;I25
I25.5;;I25.5_Ischaemic cardiomyopathy;1;0;4;4;NULL;I25
I25.6;;I25.6_Silent myocardial ischaemia;1;0;4;4;NULL;I25
I25.8;;I25.8_Other forms of chronic ischaemic heart disease;1;0;4;4;NULL;I25
I25.9;;I25.9_Chronic ischaemic heart disease, unspecified;1;0;4;4;NULL;I25
I26;;I26_Pulmonary embolism;0;0;3;3;NULL;I26-I28
I26.0;;I26.0_Pulmonary embolism with mention of acute cor pulmonale;1;0;4;4;NULL;I26
I26.9;;I26.9_Pulmonary embolism without mention of acute cor pulmonale;1;0;4;4;NULL;I26
I26-I28;;I26-I28_Pulmonary heart disease and diseases of pulmonary circulation;0;0;2;2;NULL;IX
I27;;I27_Other pulmonary heart diseases;0;0;3;3;NULL;I26-I28
I27.0;;I27.0_Primary pulmonary hypertension;1;0;4;4;NULL;I27
I27.1;;I27.1_Kyphoscoliotic heart disease;1;0;4;4;NULL;I27
I27.2;;I27.2_Other secondary pulmonary hypertension;1;0;4;4;NULL;I27
I27.8;;I27.8_Other specified pulmonary heart diseases;1;0;4;4;NULL;I27
I27.9;;I27.9_Pulmonary heart disease, unspecified;1;0;4;4;NULL;I27
I28;;I28_Other diseases of pulmonary vessels;0;0;3;3;NULL;I26-I28
I28.0;;I28.0_Arteriovenous fistula of pulmonary vessels;1;0;4;4;NULL;I28
I28.1;;I28.1_Aneurysm of pulmonary artery;1;0;4;4;NULL;I28
I28.8;;I28.8_Other specified diseases of pulmonary vessels;1;0;4;4;NULL;I28
I28.9;;I28.9_Disease of pulmonary vessels, unspecified;1;0;4;4;NULL;I28
I30;;I30_Acute pericarditis;0;0;3;3;NULL;I30-I52
I30.0;;I30.0_Acute nonspecific idiopathic pericarditis;1;0;4;4;NULL;I30
I30.1;;I30.1_Infective pericarditis;1;0;4;4;NULL;I30
I30.8;;I30.8_Other forms of acute pericarditis;1;0;4;4;NULL;I30
I30.9;;I30.9_Acute pericarditis, unspecified;1;0;4;4;NULL;I30
I30-I52;;I30-I52_Other forms of heart disease;0;0;2;2;NULL;IX
I31;;I31_Other diseases of pericardium;0;0;3;3;NULL;I30-I52
I31.0;;I31.0_Chronic adhesive pericarditis;1;0;4;4;NULL;I31
I31.1;;I31.1_Chronic constrictive pericarditis;1;0;4;4;NULL;I31
I31.2;;I31.2_Haemopericardium, not elsewhere classified;1;0;4;4;NULL;I31
I31.3;;I31.3_Pericardial effusion (noninflammatory);1;0;4;4;NULL;I31
I31.8;;I31.8_Other specified diseases of pericardium;1;0;4;4;NULL;I31
I31.9;;I31.9_Disease of pericardium, unspecified;1;0;4;4;NULL;I31
I32;;I32_Pericarditis in diseases classified elsewhere;0;0;3;3;NULL;I30-I52
I32.0;;I32.0_Pericarditis in bacterial diseases classified elsewhere;1;0;4;4;NULL;I32
I32.1;;I32.1_Pericarditis in other infectious and parasitic diseases classified elsewhere;1;0;4;4;NULL;I32
I32.8;;I32.8_Pericarditis in other diseases classified elsewhere;1;0;4;4;NULL;I32
I33;;I33_Acute and subacute endocarditis;0;0;3;3;NULL;I30-I52
I33.0;;I33.0_Acute and subacute infective endocarditis;1;0;4;4;NULL;I33
I33.9;;I33.9_Acute endocarditis, unspecified;1;0;4;4;NULL;I33
I34;;I34_Nonrheumatic mitral valve disorders;0;0;3;3;NULL;I30-I52
